disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6
Hand Foot and Mouth Disease,skin rash,fever,fatigue,,,
Hand Foot and Mouth Disease,blisters on feet,blisters on hands,irritability,,,
Hand Foot and Mouth Disease,fever,sore throat,blisters in mouth,,,
Hand Foot and Mouth Disease,loss of appetite,skin rash,fever,,,
Hand Foot and Mouth Disease,blisters on mouth,blisters on feet,fever,,,
Hand Foot and Mouth Disease,fever,skin rash,loss of appetite,,,
Hand Foot and Mouth Disease,sore throat,blisters on hands,fever,,,
Hand Foot and Mouth Disease,blisters in mouth,fever,irritability,,,
Hand Foot and Mouth Disease,skin rash,fatigue,loss of appetite,,,
Hand Foot and Mouth Disease,fever,blisters on feet,sore throat,,,
Scarlet Fever,fever,red rash,sore throat,,,
Scarlet Fever,red rash,strawberry tongue,chills,,,
Scarlet Fever,fever,sore throat,swollen glands,,,
Scarlet Fever,rash on chest,fever,headache,,,
Scarlet Fever,red rash,itching,loss of appetite,,,
Scarlet Fever,strawberry tongue,fever,swollen tonsils,,,
Scarlet Fever,body aches,fever,skin rash,,,
Scarlet Fever,chills,red rash,swollen glands,,,
Scarlet Fever,fever,sore throat,headache,,,
Scarlet Fever,red rash,itchy skin,fatigue,,,
Scarlet Fever,strawberry tongue,sore throat,fever,,,
Scarlet Fever,swollen lymph nodes,fever,skin rash,,,
Scarlet Fever,red rash,peeling skin,chills,,,
Scarlet Fever,fever,body aches,swollen glands,,,
Scarlet Fever,itchy rash,strawberry tongue,fever,,,
Scarlet Fever,headache,fever,swollen tonsils,,,
Scarlet Fever,sore throat,red rash,chills,,,
Scarlet Fever,swollen glands,fatigue,fever,,,
Scarlet Fever,skin rash,strawberry tongue,loss of appetite,,,
Scarlet Fever,fever,chills,itchy rash,,,
Rickets,weak bones,bone pain,delayed growth,,,
Rickets,bowed legs,weakness,bone tenderness,,,
Rickets,soft bones,fatigue,stunted growth,,,
Rickets,delayed teeth eruption,bone pain,weak muscles,,,
Rickets,bowed legs,weak bones,pain in spine,,,
Rickets,bone pain,swollen wrists,delayed growth,,,
Rickets,weak muscles,stunted growth,soft bones,,,
Rickets,delayed motor skills,bone tenderness,weak bones,,,
Rickets,bowed legs,fatigue,weakness,,,
Rickets,delayed walking,bone deformities,weak bones,,,
Rickets,weak bones,bone pain,slow growth,,,
Rickets,swollen joints,weak muscles,soft bones,,,
Rickets,weak bones,bowed legs,pain in spine,,,
Rickets,bone deformities,delayed growth,fatigue,,,
Rickets,weak muscles,bone tenderness,slow growth,,,
Rickets,delayed teeth eruption,weak bones,stunted growth,,,
Rickets,soft skull bones,bone pain,delayed walking,,,
Rickets,weak bones,bowed legs,fatigue,,,
Rickets,slow growth,bone pain,weakness,,,
Rickets,weak bones,bowed legs,swollen wrists,,,
Anemia (Iron Deficiency),fatigue,pale skin,shortness of breath,,,
Anemia (Iron Deficiency),weakness,dizziness,headache,,,
Anemia (Iron Deficiency),cold hands,shortness of breath,pale skin,,,
Anemia (Iron Deficiency),tiredness,pale skin,rapid heartbeat,,,
Anemia (Iron Deficiency),dizziness,chest pain,fatigue,,,
Anemia (Iron Deficiency),shortness of breath,headache,fatigue,,,
Anemia (Iron Deficiency),weakness,pale skin,restlessness,,,
Anemia (Iron Deficiency),dizziness,fatigue,cold feet,,,
Anemia (Iron Deficiency),pale skin,tiredness,shortness of breath,,,
Anemia (Iron Deficiency),weakness,rapid heartbeat,headache,,,
Anemia (Iron Deficiency),fatigue,lightheadedness,pale skin,,,
Anemia (Iron Deficiency),shortness of breath,cold hands,dizziness,,,
Anemia (Iron Deficiency),headache,pale skin,weakness,,,
Anemia (Iron Deficiency),chest pain,shortness of breath,fatigue,,,
Anemia (Iron Deficiency),pale skin,weakness,restlessness,,,
Anemia (Iron Deficiency),fatigue,dizziness,rapid heartbeat,,,
Anemia (Iron Deficiency),cold feet,fatigue,weakness,,,
Anemia (Iron Deficiency),shortness of breath,pale skin,dizziness,,,
Anemia (Iron Deficiency),headache,fatigue,pale skin,,,
Anemia (Iron Deficiency),weakness,tiredness,shortness of breath,,,
Vitamin D Deficiency,weak bones,bone pain,fatigue,,,
Vitamin D Deficiency,weakness,muscle cramps,bone tenderness,,,
Vitamin D Deficiency,fatigue,low immunity,weak bones,,,
Vitamin D Deficiency,muscle weakness,bone pain,restlessness,,,
Vitamin D Deficiency,back pain,fatigue,weak bones,,,
Vitamin D Deficiency,bone pain,weak muscles,low energy,,,
Vitamin D Deficiency,fatigue,frequent illness,weakness,,,
Vitamin D Deficiency,weak bones,muscle pain,weakness,,,
Vitamin D Deficiency,bone tenderness,restlessness,fatigue,,,
Vitamin D Deficiency,weakness,joint pain,weak bones,,,
Vitamin D Deficiency,fatigue,bone pain,low immunity,,,
Vitamin D Deficiency,back pain,weak muscles,restlessness,,,
Vitamin D Deficiency,fatigue,weak bones,muscle cramps,,,
Vitamin D Deficiency,weakness,slow healing,bone pain,,,
Vitamin D Deficiency,weak bones,fatigue,frequent illness,,,
Vitamin D Deficiency,muscle weakness,bone tenderness,fatigue,,,
Vitamin D Deficiency,bone pain,restlessness,low energy,,,
Vitamin D Deficiency,weakness,fatigue,joint pain,,,
Vitamin D Deficiency,weak bones,muscle pain,fatigue,,,
Vitamin D Deficiency,fatigue,weak muscles,low immunity,,,
Vitamin B12 Deficiency,fatigue,weakness,pale skin,,,
Vitamin B12 Deficiency,numbness in hands,dizziness,weakness,,,
Vitamin B12 Deficiency,tingling in feet,fatigue,restlessness,,,
Vitamin B12 Deficiency,weakness,loss of balance,fatigue,,,
Vitamin B12 Deficiency,fatigue,shortness of breath,pale skin,,,
Vitamin B12 Deficiency,dizziness,tingling in hands,weakness,,,
Vitamin B12 Deficiency,restlessness,fatigue,numbness in feet,,,
Vitamin B12 Deficiency,fatigue,weakness,lightheadedness,,,
Vitamin B12 Deficiency,numbness,tingling,fatigue,,,
Vitamin B12 Deficiency,weakness,pale skin,restlessness,,,
Vitamin B12 Deficiency,fatigue,dizziness,loss of balance,,,
Vitamin B12 Deficiency,tingling in feet,weakness,fatigue,,,
Vitamin B12 Deficiency,shortness of breath,fatigue,dizziness,,,
Vitamin B12 Deficiency,restlessness,weakness,tingling,,,
Vitamin B12 Deficiency,fatigue,weakness,numbness in hands,,,
Vitamin B12 Deficiency,pale skin,tingling,fatigue,,,
Vitamin B12 Deficiency,weakness,loss of balance,restlessness,,,
Vitamin B12 Deficiency,fatigue,dizziness,numbness,,,
Vitamin B12 Deficiency,tingling,fatigue,shortness of breath,,,
Vitamin B12 Deficiency,weakness,fatigue,pale skin,,,
Dehydration,thirst,dry mouth,dark urine,,,
Dehydration,fatigue,dry skin,headache,,,
Dehydration,dizziness,low urine output,thirst,,,
Dehydration,confusion,dry mouth,weakness,,,
Dehydration,rapid heartbeat,thirst,fatigue,,,
Dehydration,dark urine,headache,dry lips,,,
Dehydration,thirst,dry mouth,dizziness,,,
Dehydration,fatigue,confusion,weakness,,,
Dehydration,dry skin,headache,low urine output,,,
Dehydration,dizziness,thirst,dry tongue,,,
Dehydration,weakness,dry mouth,rapid heartbeat,,,
Dehydration,confusion,fatigue,dry skin,,,
Dehydration,headache,thirst,dark urine,,,
Dehydration,low blood pressure,dizziness,thirst,,,
Dehydration,thirst,dry lips,fatigue,,,
Dehydration,rapid breathing,dry mouth,confusion,,,
Dehydration,weakness,thirst,dark urine,,,
Dehydration,dry tongue,fatigue,dizziness,,,
Dehydration,thirst,headache,low urine output,,,
Dehydration,dry skin,confusion,weakness,,,
Malnutrition,weight loss,fatigue,weakness,,,
Malnutrition,delayed growth,poor appetite,fatigue,,,
Malnutrition,weakness,swollen belly,brittle hair,,,
Malnutrition,stunted growth,irritability,thin arms,,,
Malnutrition,fatigue,loss of muscle mass,weakness,,,
Malnutrition,swelling in legs,weight loss,poor immunity,,,
Malnutrition,thin hair,fatigue,weak muscles,,,
Malnutrition,slow healing,weakness,weight loss,,,
Malnutrition,loss of appetite,fatigue,stunted growth,,,
Malnutrition,weakness,swollen ankles,dry skin,,,
Malnutrition,fatigue,frequent illness,thin frame,,,
Malnutrition,delayed development,weakness,weight loss,,,
Malnutrition,fatigue,swollen face,loss of appetite,,,
Malnutrition,stunted growth,thin arms,weakness,,,
Malnutrition,dry skin,weak muscles,fatigue,,,
Malnutrition,weight loss,slow healing,weakness,,,
Malnutrition,poor appetite,weakness,fatigue,,,
Malnutrition,swollen belly,thin legs,fatigue,,,
Malnutrition,weakness,loss of muscle mass,irritability,,,
Malnutrition,fatigue,thin hair,weight loss,,,
Heat Stroke,high body temperature,confusion,dry skin,,,
Heat Stroke,headache,nausea,hot skin,,,
Heat Stroke,rapid heartbeat,dizziness,confusion,,,
Heat Stroke,loss of consciousness,high fever,dry skin,,,
Heat Stroke,hot flushed skin,confusion,weakness,,,
Heat Stroke,nausea,rapid breathing,high temperature,,,
Heat Stroke,headache,fatigue,confusion,,,
Heat Stroke,high fever,rapid pulse,dizziness,,,
Heat Stroke,hot dry skin,confusion,thirst,,,
Heat Stroke,weakness,headache,rapid heartbeat,,,
Heat Stroke,high temperature,loss of consciousness,dry skin,,,
Heat Stroke,confusion,dizziness,nausea,,,
Heat Stroke,headache,hot skin,fatigue,,,
Heat Stroke,high fever,rapid breathing,confusion,,,
Heat Stroke,flushed skin,dizziness,weakness,,,
Heat Stroke,hot dry skin,confusion,rapid pulse,,,
Heat Stroke,headache,loss of consciousness,high fever,,,
Heat Stroke,nausea,confusion,hot skin,,,
Heat Stroke,high temperature,dizziness,weakness,,,
Heat Stroke,rapid heartbeat,headache,fatigue,,,
Hypothermia,shivering,cold skin,confusion,,,
Hypothermia,slow heartbeat,fatigue,shivering,,,
Hypothermia,confusion,slurred speech,weakness,,,
Hypothermia,cold hands,shivering,drowsiness,,,
Hypothermia,low body temperature,confusion,shaking,,,
Hypothermia,blue lips,cold skin,weakness,,,
Hypothermia,shivering,fatigue,confusion,,,
Hypothermia,slowed breathing,shaking,drowsiness,,,
Hypothermia,confusion,weak pulse,shivering,,,
Hypothermia,numbness,shivering,confusion,,,
Hypothermia,cold pale skin,drowsiness,weakness,,,
Hypothermia,slow reflexes,confusion,shivering,,,
Hypothermia,fatigue,slurred speech,shivering,,,
Hypothermia,cold hands,confusion,slow breathing,,,
Hypothermia,blue fingertips,shivering,weakness,,,
Hypothermia,low temperature,drowsiness,confusion,,,
Hypothermia,shivering,slurred speech,weakness,,,
Hypothermia,confusion,shaking,cold skin,,,
Hypothermia,slow heartbeat,weak pulse,drowsiness,,,
Hypothermia,shivering,confusion,low temperature,,,
Lung Cancer,persistent cough,shortness of breath,chest pain,,,
Lung Cancer,coughing blood,fatigue,weight loss,,,
Lung Cancer,wheezing,chest pain,persistent cough,,,
Lung Cancer,shortness of breath,hoarseness,loss of appetite,,,
Lung Cancer,persistent cough,fatigue,chest tightness,,,
Lung Cancer,cough with mucus,chest pain,weakness,,,
Lung Cancer,weight loss,coughing blood,shortness of breath,,,
Lung Cancer,chest pain,hoarseness,loss of appetite,,,
Lung Cancer,shortness of breath,fatigue,persistent cough,,,
Lung Cancer,persistent cough,chest tightness,headache,,,
Lung Cancer,coughing blood,weakness,weight loss,,,
Lung Cancer,hoarseness,fatigue,chest pain,,,
Lung Cancer,shortness of breath,loss of appetite,cough,,,
Lung Cancer,cough with mucus,chest tightness,fatigue,,,
Lung Cancer,weight loss,fatigue,persistent cough,,,
Lung Cancer,chest pain,coughing blood,shortness of breath,,,
Lung Cancer,fatigue,hoarseness,persistent cough,,,
Lung Cancer,shortness of breath,chest pain,loss of appetite,,,
Lung Cancer,coughing blood,weight loss,weakness,,,
Lung Cancer,persistent cough,fatigue,chest tightness,,,
Breast Cancer,breast lump,breast pain,skin changes,,,
Breast Cancer,breast swelling,nipple discharge,breast lump,,,
Breast Cancer,redness of breast skin,breast pain,hard lump,,,
Breast Cancer,breast lump,nipple inversion,skin dimpling,,,
Breast Cancer,breast tenderness,swelling in armpit,lump,,,
Breast Cancer,breast pain,change in breast shape,hard lump,,,
Breast Cancer,nipple discharge,breast swelling,skin dimpling,,,
Breast Cancer,breast lump,redness,breast pain,,,
Breast Cancer,swelling in one breast,lump,skin change,,,
Breast Cancer,breast pain,thickened tissue,hard lump,,,
Breast Cancer,breast swelling,breast lump,redness,,,
Breast Cancer,nipple inversion,breast pain,swelling in armpit,,,
Breast Cancer,skin dimpling,breast lump,nipple discharge,,,
Breast Cancer,breast tenderness,change in shape,hard lump,,,
Breast Cancer,breast lump,redness of skin,swelling,,,
Breast Cancer,breast pain,breast swelling,nipple discharge,,,
Breast Cancer,breast lump,skin change,hard area,,,
Breast Cancer,swelling in breast,lump,breast tenderness,,,
Breast Cancer,breast lump,skin dimpling,nipple inversion,,,
Breast Cancer,breast swelling,breast lump,breast pain,,,
Colorectal Cancer,blood in stool,abdominal pain,weight loss,,,
Colorectal Cancer,rectal bleeding,diarrhea,weakness,,,
Colorectal Cancer,constipation,abdominal cramps,blood in stool,,,
Colorectal Cancer,fatigue,rectal bleeding,weight loss,,,
Colorectal Cancer,abdominal pain,diarrhea,weakness,,,
Colorectal Cancer,blood in stool,constipation,fatigue,,,
Colorectal Cancer,rectal bleeding,weight loss,abdominal cramps,,,
Colorectal Cancer,weakness,diarrhea,blood in stool,,,
Colorectal Cancer,abdominal pain,constipation,weight loss,,,
Colorectal Cancer,fatigue,rectal bleeding,abdominal cramps,,,
Colorectal Cancer,diarrhea,weakness,rectal bleeding,,,
Colorectal Cancer,blood in stool,abdominal pain,fatigue,,,
Colorectal Cancer,rectal bleeding,abdominal cramps,constipation,,,
Colorectal Cancer,weight loss,blood in stool,weakness,,,
Colorectal Cancer,abdominal pain,rectal bleeding,diarrhea,,,
Colorectal Cancer,fatigue,weight loss,constipation,,,
Colorectal Cancer,blood in stool,diarrhea,abdominal cramps,,,
Colorectal Cancer,rectal bleeding,fatigue,weakness,,,
Colorectal Cancer,constipation,abdominal pain,rectal bleeding,,,
Colorectal Cancer,diarrhea,weight loss,blood in stool,,,
Prostate Cancer,frequent urination,weak urine stream,pelvic pain,,,
Prostate Cancer,difficulty urinating,blood in urine,weakness,,,
Prostate Cancer,pelvic pain,frequent urination,back pain,,,
Prostate Cancer,weak urine stream,fatigue,weight loss,,,
Prostate Cancer,blood in urine,difficulty urinating,pelvic pain,,,
Prostate Cancer,frequent urination,weak stream,urinary urgency,,,
Prostate Cancer,pelvic pain,back pain,difficulty urinating,,,
Prostate Cancer,weakness,frequent urination,weight loss,,,
Prostate Cancer,difficulty urinating,blood in semen,back pain,,,
Prostate Cancer,pelvic discomfort,weak stream,fatigue,,,
Prostate Cancer,frequent urination,weight loss,weakness,,,
Prostate Cancer,back pain,difficulty urinating,pelvic pain,,,
Prostate Cancer,weak urine stream,blood in urine,fatigue,,,
Prostate Cancer,pelvic pain,frequent urination,urinary urgency,,,
Prostate Cancer,weight loss,weakness,difficulty urinating,,,
Prostate Cancer,blood in semen,frequent urination,back pain,,,
Prostate Cancer,weak urine stream,fatigue,pelvic pain,,,
Prostate Cancer,difficulty urinating,back pain,frequent urination,,,
Prostate Cancer,pelvic discomfort,urinary urgency,weakness,,,
Prostate Cancer,frequent urination,weight loss,pelvic pain,,,
Stomach Cancer,abdominal pain,nausea,weight loss,,,
Stomach Cancer,loss of appetite,abdominal bloating,fatigue,,,
Stomach Cancer,indigestion,stomach pain,weight loss,,,
Stomach Cancer,nausea,vomiting,abdominal pain,,,
Stomach Cancer,feeling full quickly,weight loss,fatigue,,,
Stomach Cancer,stomach cramps,loss of appetite,weakness,,,
Stomach Cancer,vomiting blood,abdominal pain,weight loss,,,
Stomach Cancer,fatigue,nausea,stomach bloating,,,
Stomach Cancer,loss of appetite,abdominal pain,indigestion,,,
Stomach Cancer,weight loss,stomach cramps,fatigue,,,
Stomach Cancer,stomach pain,vomiting,weakness,,,
Stomach Cancer,indigestion,loss of appetite,weight loss,,,
Stomach Cancer,abdominal bloating,fatigue,stomach pain,,,
Stomach Cancer,nausea,loss of appetite,abdominal cramps,,,
Stomach Cancer,weight loss,indigestion,fatigue,,,
Stomach Cancer,stomach pain,weakness,loss of appetite,,,
Stomach Cancer,vomiting blood,abdominal bloating,weight loss,,,
Stomach Cancer,fatigue,indigestion,abdominal pain,,,
Stomach Cancer,loss of appetite,stomach pain,weight loss,,,
Stomach Cancer,abdominal cramps,nausea,weakness,,,
Liver Cancer,abdominal pain,weight loss,fatigue,,,
Liver Cancer,yellow skin,nausea,abdominal swelling,,,
Liver Cancer,loss of appetite,fatigue,abdominal pain,,,
Liver Cancer,weight loss,jaundice,weakness,,,
Liver Cancer,abdominal swelling,nausea,fatigue,,,
Liver Cancer,yellow eyes,loss of appetite,abdominal pain,,,
Liver Cancer,fatigue,weight loss,abdominal discomfort,,,
Liver Cancer,abdominal pain,loss of appetite,weakness,,,
Liver Cancer,swollen abdomen,jaundice,fatigue,,,
Liver Cancer,nausea,weight loss,abdominal pain,,,
Liver Cancer,loss of appetite,abdominal swelling,weakness,,,
Liver Cancer,abdominal pain,fatigue,yellow eyes,,,
Liver Cancer,jaundice,weight loss,abdominal discomfort,,,
Liver Cancer,swollen belly,fatigue,loss of appetite,,,
Liver Cancer,abdominal pain,nausea,jaundice,,,
Liver Cancer,weight loss,fatigue,abdominal swelling,,,
Liver Cancer,loss of appetite,weakness,abdominal pain,,,
Liver Cancer,abdominal discomfort,yellow skin,weight loss,,,
Liver Cancer,fatigue,jaundice,swollen abdomen,,,
Liver Cancer,abdominal pain,loss of appetite,fatigue,,,
Pancreatic Cancer,abdominal pain,weight loss,fatigue,,,
Pancreatic Cancer,loss of appetite,jaundice,back pain,,,
Pancreatic Cancer,abdominal discomfort,nausea,weight loss,,,
Pancreatic Cancer,yellow skin,abdominal pain,fatigue,,,
Pancreatic Cancer,loss of appetite,stomach pain,weakness,,,
Pancreatic Cancer,weight loss,back pain,abdominal bloating,,,
Pancreatic Cancer,abdominal pain,fatigue,loss of appetite,,,
Pancreatic Cancer,jaundice,itchy skin,abdominal pain,,,
Pancreatic Cancer,nausea,weight loss,stomach cramps,,,
Pancreatic Cancer,loss of appetite,fatigue,back pain,,,
Pancreatic Cancer,abdominal swelling,weakness,weight loss,,,
Pancreatic Cancer,jaundice,abdominal pain,loss of appetite,,,
Pancreatic Cancer,abdominal pain,diarrhea,fatigue,,,
Pancreatic Cancer,weight loss,abdominal discomfort,weakness,,,
Pancreatic Cancer,loss of appetite,yellow eyes,back pain,,,
Pancreatic Cancer,nausea,stomach cramps,weight loss,,,
Pancreatic Cancer,abdominal pain,fatigue,jaundice,,,
Pancreatic Cancer,weakness,loss of appetite,weight loss,,,
Pancreatic Cancer,back pain,abdominal bloating,fatigue,,,
Pancreatic Cancer,jaundice,abdominal discomfort,weight loss,,,
Skin Cancer (Melanoma),new mole,itching skin,skin lesion,,,
Skin Cancer (Melanoma),mole changing size,skin pain,bleeding spot,,,
Skin Cancer (Melanoma),dark patch,skin ulcer,itching,,,
Skin Cancer (Melanoma),asymmetrical mole,skin color change,bleeding,,,
Skin Cancer (Melanoma),skin growth,itching,scaly patch,,,
Skin Cancer (Melanoma),bleeding mole,skin ulcer,skin lesion,,,
Skin Cancer (Melanoma),mole changes shape,skin irritation,itchy spot,,,
Skin Cancer (Melanoma),skin lesion,bleeding,skin pain,,,
Skin Cancer (Melanoma),dark mole,itching,skin growth,,,
Skin Cancer (Melanoma),mole grows fast,bleeds,skin ulcer,,,
Skin Cancer (Melanoma),itchy skin,skin discoloration,new mole,,,
Skin Cancer (Melanoma),skin growth,bleeding,skin sore,,,
Skin Cancer (Melanoma),skin ulcer,itching,skin pain,,,
Skin Cancer (Melanoma),dark skin patch,skin lesion,itchy spot,,,
Skin Cancer (Melanoma),mole changes color,bleeding,skin irritation,,,
Skin Cancer (Melanoma),new mole,skin sore,itching,,,
Skin Cancer (Melanoma),skin growth,bleeding mole,skin lesion,,,
Skin Cancer (Melanoma),skin pain,itchy patch,skin ulcer,,,
Skin Cancer (Melanoma),mole enlarges,bleeds,skin growth,,,
Skin Cancer (Melanoma),itching skin,skin lesion,skin irritation,,,
Cervical Cancer,pelvic pain,abnormal bleeding,fatigue,,,
Cervical Cancer,bleeding after sex,back pain,weakness,,,
Cervical Cancer,watery discharge,pelvic pain,weight loss,,,
Cervical Cancer,abnormal vaginal bleeding,fatigue,pelvic discomfort,,,
Cervical Cancer,back pain,abnormal bleeding,weakness,,,
Cervical Cancer,watery vaginal discharge,pelvic pain,weight loss,,,
Cervical Cancer,bleeding between periods,fatigue,back pain,,,
Cervical Cancer,pelvic pain,abnormal bleeding,loss of appetite,,,
Cervical Cancer,fatigue,watery discharge,pelvic discomfort,,,
Cervical Cancer,abnormal bleeding,weakness,back pain,,,
Cervical Cancer,bleeding after sex,weight loss,pelvic pain,,,
Cervical Cancer,watery discharge,fatigue,back pain,,,
Cervical Cancer,pelvic discomfort,abnormal bleeding,weakness,,,
Cervical Cancer,loss of appetite,pelvic pain,watery discharge,,,
Cervical Cancer,abnormal bleeding,back pain,fatigue,,,
Cervical Cancer,weight loss,watery discharge,pelvic pain,,,
Cervical Cancer,pelvic pain,fatigue,abnormal bleeding,,,
Cervical Cancer,watery discharge,loss of appetite,weakness,,,
Cervical Cancer,back pain,pelvic discomfort,abnormal bleeding,,,
Cervical Cancer,fatigue,pelvic pain,weight loss,,,
Blood Cancer (Leukemia),fatigue,frequent infections,weight loss,,,
Blood Cancer (Leukemia),fever,weakness,night sweats,,,
Blood Cancer (Leukemia),swollen lymph nodes,bruising,fatigue,,,
Blood Cancer (Leukemia),weight loss,bleeding gums,fever,,,
Blood Cancer (Leukemia),fatigue,pale skin,frequent infections,,,
Blood Cancer (Leukemia),weakness,fever,swollen spleen,,,
Blood Cancer (Leukemia),bruising,frequent infections,fatigue,,,
Blood Cancer (Leukemia),weight loss,night sweats,weakness,,,
Blood Cancer (Leukemia),fever,fatigue,swollen lymph nodes,,,
Blood Cancer (Leukemia),pale skin,frequent infections,weakness,,,
Blood Cancer (Leukemia),fatigue,bruising,weight loss,,,
Blood Cancer (Leukemia),fever,swollen spleen,night sweats,,,
Blood Cancer (Leukemia),weakness,frequent infections,bruising,,,
Blood Cancer (Leukemia),fatigue,pale skin,fever,,,
Blood Cancer (Leukemia),weight loss,swollen lymph nodes,bruising,,,
Blood Cancer (Leukemia),frequent infections,weakness,fatigue,,,
Blood Cancer (Leukemia),night sweats,weight loss,fever,,,
Blood Cancer (Leukemia),bruising,swollen spleen,fatigue,,,
Blood Cancer (Leukemia),fever,fatigue,pale skin,,,
Blood Cancer (Leukemia),swollen lymph nodes,frequent infections,weakness,,,
Conjunctivitis (Pink Eye),red eyes,itching,watery discharge,,,
Conjunctivitis (Pink Eye),eye redness,tearing,gritty feeling,,,
Conjunctivitis (Pink Eye),watery eyes,itching,swollen eyelids,,,
Conjunctivitis (Pink Eye),eye discharge,red eyes,irritation,,,
Conjunctivitis (Pink Eye),gritty feeling,watery eyes,itchy eyes,,,
Conjunctivitis (Pink Eye),eye pain,redness,watery discharge,,,
Conjunctivitis (Pink Eye),swollen eyelids,itchy eyes,tearing,,,
Conjunctivitis (Pink Eye),eye irritation,watery discharge,redness,,,
Conjunctivitis (Pink Eye),itching,watery eyes,gritty feeling,,,
Conjunctivitis (Pink Eye),eye discharge,redness,swelling,,,
Conjunctivitis (Pink Eye),watery eyes,swollen eyelids,irritation,,,
Conjunctivitis (Pink Eye),eye redness,itching,eye pain,,,
Conjunctivitis (Pink Eye),watery discharge,tearing,gritty feeling,,,
Conjunctivitis (Pink Eye),swollen eyelids,eye irritation,watery eyes,,,
Conjunctivitis (Pink Eye),red eyes,watery discharge,itching,,,
Conjunctivitis (Pink Eye),eye discharge,swelling,watery eyes,,,
Conjunctivitis (Pink Eye),eye redness,tearing,swollen eyelids,,,
Conjunctivitis (Pink Eye),gritty feeling,red eyes,watery eyes,,,
Conjunctivitis (Pink Eye),watery discharge,itchy eyes,swollen eyelids,,,
Conjunctivitis (Pink Eye),eye irritation,redness,watery eyes,,,
Cataract,blurry vision,glare,eye discomfort,,,
Cataract,cloudy vision,double vision,eye strain,,,
Cataract,blurred sight,sensitivity to light,difficulty reading,,,
Cataract,poor night vision,faded colors,eye pain,,,
Cataract,cloudy sight,halos around lights,headache,,,
Cataract,difficulty driving at night,blurred vision,glare,,,
Cataract,eye cloudiness,poor vision,eye strain,,,
Cataract,faded color vision,double vision,eye irritation,,,
Cataract,blurred sight,light sensitivity,eye strain,,,
Cataract,poor night sight,glare,cloudy vision,,,
Cataract,blurry vision,halo around lights,eye discomfort,,,
Cataract,loss of clear vision,headache,eye strain,,,
Cataract,cloudy vision,difficulty reading,eye irritation,,,
Cataract,double vision,poor night vision,eye pain,,,
Cataract,faded colors,light sensitivity,eye strain,,,
Cataract,blurry sight,halos,poor vision,,,
Cataract,eye discomfort,blurred sight,faded colors,,,
Cataract,cloudy vision,difficulty driving,light sensitivity,,,
Cataract,eye strain,blurry sight,poor night vision,,,
Cataract,glare,cloudy vision,double vision,,,
Glaucoma,blurred vision,eye pain,headache,,,
Glaucoma,vision loss,eye pressure,halos around lights,,,
Glaucoma,eye discomfort,blurred sight,headache,,,
Glaucoma,loss of side vision,eye pressure,eye pain,,,
Glaucoma,eye redness,blurred vision,headache,,,
Glaucoma,halo vision,eye pressure,loss of vision,,,
Glaucoma,eye pain,blurred vision,eye strain,,,
Glaucoma,vision loss,eye redness,headache,,,
Glaucoma,cloudy sight,eye discomfort,halo vision,,,
Glaucoma,blurred vision,eye pressure,fatigue,,,
Glaucoma,eye strain,headache,blurred vision,,,
Glaucoma,loss of clear vision,halo vision,eye discomfort,,,
Glaucoma,eye redness,eye pressure,blurred sight,,,
Glaucoma,eye pain,loss of vision,headache,,,
Glaucoma,halo around lights,eye pressure,blurred vision,,,
Glaucoma,eye discomfort,loss of vision,eye strain,,,
Glaucoma,blurred vision,headache,halo around lights,,,
Glaucoma,eye strain,blurred vision,eye pressure,,,
Glaucoma,loss of vision,eye discomfort,eye pain,,,
Glaucoma,blurred sight,halo vision,headache,,,
Otitis Media (Ear Infection),ear pain,fever,hearing loss,,,
Otitis Media (Ear Infection),earache,irritability,ear discharge,,,
Otitis Media (Ear Infection),hearing difficulty,fever,ear pain,,,
Otitis Media (Ear Infection),ear swelling,ear discharge,headache,,,
Otitis Media (Ear Infection),ear pain,fever,chills,,,
Otitis Media (Ear Infection),hearing loss,earache,fatigue,,,
Otitis Media (Ear Infection),ear discharge,fever,ear pain,,,
Otitis Media (Ear Infection),irritability,headache,ear swelling,,,
Otitis Media (Ear Infection),hearing problems,earache,fever,,,
Otitis Media (Ear Infection),ear pain,ear discharge,loss of balance,,,
Otitis Media (Ear Infection),fever,ear swelling,earache,,,
Otitis Media (Ear Infection),earache,hearing loss,ear discharge,,,
Otitis Media (Ear Infection),ear swelling,fatigue,fever,,,
Otitis Media (Ear Infection),hearing difficulty,earache,ear discharge,,,
Otitis Media (Ear Infection),fever,headache,ear pain,,,
Otitis Media (Ear Infection),earache,ear discharge,ear swelling,,,
Otitis Media (Ear Infection),ear pain,hearing loss,fatigue,,,
Otitis Media (Ear Infection),ear swelling,fever,ear discharge,,,
Otitis Media (Ear Infection),headache,earache,hearing problems,,,
Otitis Media (Ear Infection),ear pain,fever,ear swelling,,,
Hearing Loss,difficulty hearing,ringing in ears,ear discomfort,,,
Hearing Loss,trouble understanding speech,ear pain,dizziness,,,
Hearing Loss,muffled hearing,ear ringing,headache,,,
Hearing Loss,difficulty hearing in noise,ear pressure,earache,,,
Hearing Loss,ringing ears,ear discomfort,trouble hearing,,,
Hearing Loss,loss of hearing,dizziness,ear pain,,,
Hearing Loss,ear ringing,muffled hearing,ear pressure,,,
Hearing Loss,difficulty understanding speech,headache,ear pain,,,
